Product Name,SKU,Barcode,Description,Category,Cost Price (₦),Selling Price (₦),Stock Qty,Reorder Level,Reorder Qty,Tax Rate (%),Active
ANGEL BABY WIPES(CUP) X 1 JAR,ANGELBABYWIP-0200,,,HOUSEHOLD ITEMS,1208.33,1500.00,93,5,0,7.5,TRUE
ANGEL FACIAL WIPES,ANGELFACIALW-0201,,,HOUSEHOLD ITEMS,850.00,1000.00,0,5,0,7.5,TRUE
ANGIZAAR 100MG X 10 SACHET,ANGIZAAR100M-0202,,,PHARMACY,0.00,1000.00,0,5,0,7.5,TRUE
ANGIZAAR TABS 50MG X 30 BLISTER,ANGIZAARTABS-0203,,,PHARMACY,0.00,1400.00,2,5,0,7.5,TRUE
ANKLE SUPPORT (SAMVINE) PACK,ANKLESUPPORT-0204,,,PHARMACY,0.00,6400.00,0,5,0,7.5,TRUE
ANNTHROMYCIN TABS 500MG X 10 PACK,ANNTHROMYCIN-0205,,,PHARMACY,0.00,400.00,0,5,0,7.5,TRUE
ANOFAST GEL TUBE,ANOFASTGELTU-0206,,,PHARMACY,750.00,1200.00,5,5,0,7.5,TRUE
ANOROL TABS  X 100 BLISTER,ANOROLTABSX1-0207,,,PHARMACY,580.50,900.00,35,5,0,7.5,TRUE
ANTALGEX-T CAPS  X 20 BLISTER,ANTALGEXTCAP-0208,,,PHARMACY,3200.00,4400.00,12,5,0,7.5,TRUE
ANTALLERGE EYE DROPS  10ML BOTTLE,ANTALLERGEEY-0209,,,PHARMACY,1750.00,2400.00,21,5,0,7.5,TRUE
ANTI RABIES INJ PACK SPEEDA,ANTIRABIESIN-0210,,,PHARMACY,9000.00,12200.00,15,5,0,7.5,TRUE
ANTIMAL X 3 TABS PACK,ANTIMALX3TAB-0211,,,PHARMACY,0.00,50.00,0,5,0,7.5,TRUE
ANUDOL SUPPOSITORIES PER PIECE,ANUDOLSUPPOS-0212,,,PHARMACY,275.00,500.00,14,5,0,7.5,TRUE
ANUSOL CREAM  25G TUBE,ANUSOLCREAM2-0213,,,PHARMACY,5167.25,9300.00,0,5,0,7.5,TRUE
ANUSOL SUPP PER PIECES 1 PIECES,ANUSOLSUPPPE-0214,,,PHARMACY,645.83,900.00,18,5,0,7.5,TRUE
APETABON SYR BOTTLE,APETABONSYRB-0215,,,PHARMACY,2021.41,3500.00,12,5,0,7.5,TRUE
APETAMIN SYR 200ML BOTTLE,APETAMINSYR2-0216,,,PHARMACY,6995.00,9500.00,25,5,0,7.5,TRUE
APEX BP MACHINE,APEXBPMACHIN-0217,,,PHARMACY,18000.00,30000.00,1,5,0,7.5,TRUE
APPETON WEIGHT GAIN MILK 450G JAR,APPETONWEIGH-0218,,,PHARMACY,16100.00,26600.00,0,5,0,7.5,TRUE
APPLE CIDER N/F 500MG X100 PER TAB,APPLECIDERNF-0219,,,PHARMACY,59.00,100.00,0,5,0,7.5,TRUE
APPLE CIDER VINEGAR BIG BRAGG 946ML BOTT,APPLECIDERVI-0220,,,PHARMACY,13995.00,19000.00,0,5,0,7.5,TRUE
APPLE CIDER VINEGAR SMALL BRAGG 473ML BO,APPLECIDERVI-0221,,,PHARMACY,9810.00,12800.00,0,5,0,7.5,TRUE
APPLE CIDER WHITEHOUSE SYR 473M BOTTLE,APPLECIDERWH-0222,,,PHARMACY,5250.00,7100.00,0,5,0,7.5,TRUE
APPLE CIDER WHITEHOUSE SYR 946M BOTTLE,APPLECIDERWH-0223,,,PHARMACY,3900.00,4800.00,0,5,0,7.5,TRUE
APPLE HAIR CREAM,APPLEHAIRCRE-0224,,,COSMETICS,400.00,500.00,0,5,0,7.5,TRUE
APPROVEL TABS 150MG X 28 SACHET,APPROVELTABS-0225,,,PHARMACY,0.00,2800.00,0,5,0,7.5,TRUE
APPROVEL TABS 300MG X 28 SACHET,APPROVELTABS-0226,,,PHARMACY,0.00,3400.00,0,5,0,7.5,TRUE
APRIL EBONY BAR SOAP,APRILEBONYBA-0227,,,COSMETICS,583.33,800.00,22,5,0,7.5,TRUE
APROVASC TABS 300/10MG X 28 SACHET,APROVASCTABS-0228,,,PHARMACY,6140.75,8000.00,4,5,0,7.5,TRUE
APROVEL TABS 150MG X 28 BLISTER,APROVELTABS1-0229,,,PHARMACY,0.00,2700.00,0,5,0,7.5,TRUE
APROVEL TABS 300MG X 28 BLISTER,APROVELTABS3-0230,,,PHARMACY,11250.00,14600.00,1,5,0,7.5,TRUE
APTAMIL 1 400MG TIN S/S,APTAMIL1400M-0231,,,FOOD ITEMS,5528.57,0.00,0,5,0,7.5,TRUE
APTAMIL 2 400MG TIN S/S,APTAMIL2400M-0232,,,FOOD ITEMS,3700.00,0.00,0,5,0,7.5,TRUE
APTAMIL MILK STAGE 1 B/S PACK,APTAMILMILKS-0233,,,FOOD ITEMS,18333.33,21100.00,9,5,0,7.5,TRUE
APTAMIL MILK STAGE 2 B/S JAR,APTAMILMILKS-0234,,,FOOD ITEMS,18333.33,21100.00,2,5,0,7.5,TRUE
APTAMIL MILK STAGE 3 B/S JAR,APTAMILMILKS-0235,,,FOOD ITEMS,16166.67,18800.00,9,5,0,7.5,TRUE
APTAMIL MILK STAGE 4 JAR,APTAMILMILKS-0236,,,FOOD ITEMS,4940.00,0.00,0,5,0,7.5,TRUE
APTIZOOM SYR 200ML BOTTLE,APTIZOOMSYR2-0237,,,PHARMACY,2870.00,4000.00,0,5,0,7.5,TRUE
AQUA COOL BRUSH PCS,AQUACOOLBRUS-0238,,,HOUSEHOLD ITEMS,164.44,0.00,0,5,0,7.5,TRUE
AQUA ORAL CARE TOOTH BRUSH PACK,AQUAORALCARE-0239,,,HOUSEHOLD ITEMS,500.00,700.00,1,5,0,7.5,TRUE
AQUA TEARS EYE DROPS 10ML X 1 PACK,AQUATEARSEYE-0240,,,PHARMACY,2600.00,3500.00,5,5,0,7.5,TRUE
AQUACEF 500MG PACK,AQUACEF500MG-0241,,,PHARMACY,2474.00,3200.00,0,5,0,7.5,TRUE
AQUACEF SUSP. 100MLS BOTTLE,AQUACEFSUSP1-0242,,,PHARMACY,2720.00,3800.00,9,5,0,7.5,TRUE
AQUACIPRO 500MG PACK,AQUACIPRO500-0243,,,PHARMACY,535.00,1000.00,0,5,0,7.5,TRUE
AQUACLAV 1G X 14 PACK,AQUACLAV1GX1-0244,,,PHARMACY,2800.00,4200.00,18,5,0,7.5,TRUE
AQUACLAV 375MG X 20 TABS PACK,AQUACLAV375M-0245,,,PHARMACY,2400.00,3500.00,29,5,0,7.5,TRUE
AQUACLAV 625MG X14 PACK,AQUACLAV625M-0246,,,PHARMACY,2400.00,3500.00,48,5,0,7.5,TRUE
AQUACLAV SUSP  228.5 BOTTLE,AQUACLAVSUSP-0247,,,PHARMACY,1700.00,2800.00,6,5,0,7.5,TRUE
AQUAFIX SUSP 100ML BOTTLE,AQUAFIXSUSP1-0248,,,PHARMACY,2100.00,3000.00,12,5,0,7.5,TRUE
AQUAFRESH LITTLE TEETH TOOTHPASTE 3-5YRS,AQUAFRESHLIT-0249,,,HOUSEHOLD ITEMS,2000.00,2400.00,5,5,0,7.5,TRUE
AQUALEVO (LEVOFLOXACIN 500MG),AQUALEVOLEVO-0250,,,PHARMACY,698.00,1500.00,0,5,0,7.5,TRUE
AQUAMAL QS,AQUAMALQS-0251,,,PHARMACY,425.00,1000.00,249,5,0,7.5,TRUE
AQUAMAL QS SOFTGEL,AQUAMALQSSOF-0252,,,PHARMACY,1210.00,2000.00,0,5,0,7.5,TRUE
AQUASULF SULPHUR OINT.,AQUASULFSULP-0253,,,PHARMACY,216.67,300.00,9,5,0,7.5,TRUE
AQUIXIM 400MG X10,AQUIXIM400MG-0254,,,PHARMACY,2283.33,4200.00,0,5,0,7.5,TRUE
AQUIXIM SUSP 100ML,AQUIXIMSUSP1-0255,,,PHARMACY,2150.00,3000.00,0,5,0,7.5,TRUE
ARBITEL 40MG X 30 BLISTER,ARBITEL40MGX-0256,,,PHARMACY,1115.00,0.00,0,5,0,7.5,TRUE
ARBITEL 80MG X30 BLISTER,ARBITEL80MGX-0257,,,PHARMACY,1866.67,2600.00,1,5,0,7.5,TRUE
ARBITEL AM X30 SACHET,ARBITELAMX30-0258,,,PHARMACY,1208.00,1600.00,3,5,0,7.5,TRUE
ARCHICHLOR CHLORPHENIRAMINE SYR BOTTLE,ARCHICHLORCH-0259,,,PHARMACY,0.00,200.00,0,5,0,7.5,TRUE
ARCHIPROFEN SYR 100MLBOTTLE,ARCHIPROFENS-0260,,,PHARMACY,350.00,600.00,2,5,0,7.5,TRUE
ARENAX PLUS DISPERSIBLE X6 PINK,ARENAXPLUSDI-0261,,,PHARMACY,380.00,700.00,43,5,0,7.5,TRUE
ARENAX PLUS FORTE,ARENAXPLUSFO-0262,,,PHARMACY,1400.00,1900.00,27,5,0,7.5,TRUE
ARENAX PLUS X12 PURPLE,ARENAXPLUSX1-0263,,,PHARMACY,550.00,900.00,42,5,0,7.5,TRUE
ARENAX PLUS X18 GREEN,ARENAXPLUSX1-0264,,,PHARMACY,695.00,1200.00,45,5,0,7.5,TRUE
ARH-A ARTEMETHER INJ   80MG PACK,ARHAARTEMETH-0265,,,PHARMACY,0.00,300.00,0,5,0,7.5,TRUE
ARISTOBET N EYE OINTMENT,ARISTOBETNEY-0266,,,PHARMACY,2150.00,3000.00,0,5,0,7.5,TRUE
ARISTOBET-N EYE/EAR DROPS 5ML BOTTLE,ARISTOBETNEY-0267,,,PHARMACY,2050.00,3000.00,6,5,0,7.5,TRUE
ARISTOCOM EYE DROPS 5ML X 1 BOTTLE,ARISTOCOMEYE-0268,,,PHARMACY,890.00,1200.00,0,5,0,7.5,TRUE
ARMSLING (MOTECH) UNKNOWN,ARMSLINGMOTE-0269,,,PHARMACY,0.00,2700.00,0,5,0,7.5,TRUE
AROTRIX CREAM PERMETHRIN 15G TUBE,AROTRIXCREAM-0270,,,PHARMACY,2335.00,3200.00,8,5,0,7.5,TRUE
ARTANE COUNTING,ARTANECOUNTI-0271,,,PHARMACY,8.00,15.00,360,5,0,7.5,TRUE
ARTEBETA INJ 150MG/2ML PACK,ARTEBETAINJ1-0272,,,PHARMACY,1370.00,2000.00,0,5,0,7.5,TRUE
ARTEFORTH TABS 80/480 X 6 PACK,ARTEFORTHTAB-0273,,,PHARMACY,0.00,500.00,0,5,0,7.5,TRUE
ARTELUM COMBO TAB,ARTELUMCOMBO-0274,,,PHARMACY,850.00,1500.00,0,5,0,7.5,TRUE
ARTELUMEX 80/480mg,ARTELUMEX804-0275,,,PHARMACY,1050.00,1500.00,5,5,0,7.5,TRUE
ARTELUMEX SYR 60ML X 1 BOTTLE,ARTELUMEXSYR-0276,,,PHARMACY,550.00,800.00,0,5,0,7.5,TRUE
ARTEMEF 80/480 TAB,ARTEMEF80480-0277,,,PHARMACY,1900.00,2600.00,13,5,0,7.5,TRUE
ARTEMETHER INJ 80MG PACK,ARTEMETHERIN-0278,,,PHARMACY,570.00,900.00,13,5,0,7.5,TRUE
ARTEMETRIN SUSP PACK,ARTEMETRINSU-0279,,,PHARMACY,1100.00,1500.00,2,5,0,7.5,TRUE
ARTEQUIK X6 TABS PACK,ARTEQUIKX6TA-0280,,,PHARMACY,2750.00,4000.00,2,5,0,7.5,TRUE
ARTEQUIN X 6 TABS  {ADULT} PACK,ARTEQUINX6TA-0281,,,PHARMACY,3950.00,5000.00,0,5,0,7.5,TRUE
ARTEQUIN X 6 TABS  X 1 {CHILDRE PACK,ARTEQUINX6TA-0282,,,PHARMACY,1555.00,1900.00,0,5,0,7.5,TRUE
ARTESUN 120MG INJ,ARTESUN120MG-0283,,,PHARMACY,0.00,3500.00,0,5,0,7.5,TRUE
ARTESUNATE  SYR  100ML BOTTLE,ARTESUNATESY-0284,,,PHARMACY,0.00,800.00,0,5,0,7.5,TRUE
ARTESUNATE 120MG INJ POCCO,ARTESUNATE12-0285,,,PHARMACY,1080.00,2000.00,6,5,0,7.5,TRUE
ARTHEMED 80/480MG X 6 PACK,ARTHEMED8048-0286,,,PHARMACY,820.00,1500.00,28,5,0,7.5,TRUE
ARTHOCARE FORTE CAPS X 30 JAR,ARTHOCAREFOR-0287,,,PHARMACY,11022.00,14900.00,0,5,0,7.5,TRUE
ARTHOCARE X 30 CAPS BOTTLE,ARTHOCAREX30-0288,,,PHARMACY,6635.00,9500.00,0,5,0,7.5,TRUE
ARTHRELLA 30G  OINTMENT TUBE,ARTHRELLA30G-0289,,,PHARMACY,1070.00,1600.00,3,5,0,7.5,TRUE
ARTHRELLA TAB,ARTHRELLATAB-0290,,,PHARMACY,1265.00,1700.00,2,5,0,7.5,TRUE
ARTHRITIS CARE CAP BLISTER,ARTHRITISCAR-0291,,,PHARMACY,306.30,450.00,9,5,0,7.5,TRUE
ARTHRITIS CARE PLUS BLISTER,ARTHRITISCAR-0292,,,PHARMACY,1600.00,2500.00,19,5,0,7.5,TRUE
ARTHRITIS FORTE X 10 BLISTER,ARTHRITISFOR-0293,,,PHARMACY,0.00,1200.00,0,5,0,7.5,TRUE
ARTHROGRATIS X 30 TABS JAR,ARTHROGRATIS-0294,,,PHARMACY,4263.06,7200.00,0,5,0,7.5,TRUE
ARTHROTEC TAB X20,ARTHROTECTAB-0295,,,PHARMACY,3400.00,0.00,0,5,0,7.5,TRUE
ARTHROTEC TABS 75MG X 100 SACHET,ARTHROTECTAB-0296,,,PHARMACY,2143.50,3000.00,41,5,0,7.5,TRUE
ARYTONS HAEMOGLOBIN+VIT B12 BOTTLE,ARYTONSHAEMO-0297,,,PHARMACY,3525.00,4600.00,0,5,0,7.5,TRUE
ASANTEE PAPAYA & CARROT SOAP (2 BLOCK,ASANTEEPAPAY-0298,,,PHARMACY,1333.33,1600.00,33,5,0,7.5,TRUE
ASAQ WINTHROP 1 TO 5 YEARS TABS PACK,ASAQWINTHROP-0299,,,PHARMACY,0.00,200.00,0,5,0,7.5,TRUE
ASCIPRAM 10 BLISTER,ASCIPRAM10BL-0300,,,PHARMACY,916.67,1300.00,0,5,0,7.5,TRUE
ASCIPRAM 20MG BLISTER,ASCIPRAM20MG-0301,,,PHARMACY,1266.67,1700.00,5,5,0,7.5,TRUE
ASCOBITONE SYR BOTTLE,ASCOBITONESY-0302,,,PHARMACY,300.00,600.00,1,5,0,7.5,TRUE
ASCOCHEW 1000MG BLISTER,ASCOCHEW1000-0303,,,PHARMACY,600.00,1000.00,57,5,0,7.5,TRUE
ASCOCHEW 100MG X100 JAR WHITE/COLOURED,ASCOCHEW100M-0304,,,PHARMACY,725.00,1200.00,307,5,0,7.5,TRUE
ASCOCHEW PLUS SYR 100ML,ASCOCHEWPLUS-0305,,,PHARMACY,1100.00,1700.00,7,5,0,7.5,TRUE
ASCOCHEW PLUS SYR 200ML,ASCOCHEWPLUS-0306,,,PHARMACY,1800.00,2500.00,7,5,0,7.5,TRUE
ASCOCHEW ZINC FORTE BLISTER,ASCOCHEWZINC-0307,,,PHARMACY,460.00,1000.00,4,5,0,7.5,TRUE
ASCOMED VITAMIN C X100 JAR,ASCOMEDVITAM-0308,,,PHARMACY,880.00,1200.00,0,5,0,7.5,TRUE
ASCORBION C 300 SYR 100ML BOTTLE,ASCORBIONC30-0309,,,PHARMACY,574.55,800.00,2,5,0,7.5,TRUE
ASCORBION C100 CHEWABLE X 100 JAR,ASCORBIONC10-0310,,,PHARMACY,1.60,2.00,1000,5,0,7.5,TRUE
ASCOREX EXPECTORANT SYR  100ML BOTTLE,ASCOREXEXPEC-0311,,,PHARMACY,1050.00,1900.00,16,5,0,7.5,TRUE
ASMALYN SYR 100ML X BOTTLE,ASMALYNSYR10-0312,,,PHARMACY,600.00,1000.00,0,5,0,7.5,TRUE
ASMANOL TAB X 100 JAR,ASMANOLTABX1-0313,,,PHARMACY,700.00,1000.00,0,5,0,7.5,TRUE
ASMANOL-F X 50 TABS JAR,ASMANOLFX50T-0314,,,PHARMACY,612.50,1000.00,6,5,0,7.5,TRUE
ASOMEX TABS 2.5MG X 30 BLISTER,ASOMEXTABS25-0315,,,PHARMACY,1081.25,1600.00,5,5,0,7.5,TRUE
ASOMEX TABS 5MG X 30 SACHET,ASOMEXTABS5M-0316,,,PHARMACY,2250.00,3400.00,31,5,0,7.5,TRUE
ASPIRIN (BAYER) 81MG X 32 PACK,ASPIRINBAYER-0317,,,PHARMACY,0.00,2500.00,0,5,0,7.5,TRUE
ASPIRIN 75MG SHALINA BLISTER,ASPIRIN75MGS-0318,,,PHARMACY,141.67,300.00,33,5,0,7.5,TRUE
ASPIRIN CARDIO TABS 100MG X 30 BLISTER,ASPIRINCARDI-0319,,,PHARMACY,1831.67,2500.00,15,5,0,7.5,TRUE
ASPIRIN DISPERSIBLE 75MG  (BRIS PACK,ASPIRINDISPE-0320,,,PHARMACY,400.00,600.00,4,5,0,7.5,TRUE
ASPIRIN TABS 75MG X 100 {DISPER JAR,ASPIRINTABS7-0321,,,PHARMACY,0.00,600.00,0,5,0,7.5,TRUE
ASTYFER  SYR 200ML BOTTLE,ASTYFERSYR20-0322,,,PHARMACY,3750.00,5400.00,122,5,0,7.5,TRUE
ASTYFER CAPS X 30 PACK,ASTYFERCAPSX-0323,,,PHARMACY,3925.00,5300.00,18,5,0,7.5,TRUE
ASTYMIN CAPS X 30 PACK,ASTYMINCAPSX-0324,,,PHARMACY,3925.00,5300.00,12,5,0,7.5,TRUE
ASTYMIN SYR 200ML X 1 BOTTLE,ASTYMINSYR20-0325,,,PHARMACY,3700.00,5200.00,29,5,0,7.5,TRUE
ATACAND PAKISTAN 8MG SACHET,ATACANDPAKIS-0326,,,PHARMACY,0.00,1500.00,0,5,0,7.5,TRUE
ATACAND PAKISTAN TABS 16MG SACHET,ATACANDPAKIS-0327,,,PHARMACY,0.00,1800.00,0,5,0,7.5,TRUE
ATACAND TABS 16MG X 28 BLISTER,ATACANDTABS1-0328,,,PHARMACY,7970.00,10400.00,2,5,0,7.5,TRUE
ATACAND TABS 8MG X 28 BLISTER,ATACANDTABS8-0329,,,PHARMACY,3602.50,4600.00,0,5,0,7.5,TRUE
ATADYN (LORATIDINE) SYR 5MG/5ML BOTTLE,ATADYNLORATI-0330,,,PHARMACY,1600.00,2200.00,7,5,0,7.5,TRUE
ATADYN (LORATIDINE) TABS 10MG X BLISTER,ATADYNLORATI-0331,,,PHARMACY,266.50,400.00,154,5,0,7.5,TRUE
ATENOLOL (POCCO) 50MG TABS SACHET,ATENOLOLPOCC-0332,,,PHARMACY,345.00,500.00,0,5,0,7.5,TRUE
ATENOLOL (TEVA) TABS 100MG X 28 BLISTER,ATENOLOLTEVA-0333,,,PHARMACY,533.33,700.00,0,5,0,7.5,TRUE
ATENOLOL 100MG BRISTOL BLISTER,ATENOLOL100M-0334,,,PHARMACY,1250.00,1900.00,4,5,0,7.5,TRUE
ATENOLOL 100MG CRESCENT BLISTER,ATENOLOL100M-0335,,,PHARMACY,913.21,1300.00,12,5,0,7.5,TRUE
ATENOLOL 100MG EDEN BLISTER,ATENOLOL100M-0336,,,PHARMACY,275.00,500.00,32,5,0,7.5,TRUE
ATENOLOL 100MG JASPRI BLISTER,ATENOLOL100M-0337,,,PHARMACY,275.00,400.00,4,5,0,7.5,TRUE
ATENOLOL 25MG CRESCENT BLISTER,ATENOLOL25MG-0338,,,PHARMACY,950.00,1300.00,10,5,0,7.5,TRUE
ATENOLOL 25MG TEVA TABS BLISTER,ATENOLOL25MG-0339,,,PHARMACY,400.00,500.00,0,5,0,7.5,TRUE
ATENOLOL 50MG (CRESCENT) X28 BLISTER,ATENOLOL50MG-0340,,,PHARMACY,950.00,1300.00,0,5,0,7.5,TRUE
ATENOLOL 50MG BRISTOL BLISTER,ATENOLOL50MG-0341,,,PHARMACY,1150.00,1800.00,12,5,0,7.5,TRUE
ATENOLOL 50MG EDEN BLISTER,ATENOLOL50MG-0342,,,PHARMACY,235.00,400.00,24,5,0,7.5,TRUE
ATENOLOL 50MG MULTICHRIS BLISTER,ATENOLOL50MG-0343,,,PHARMACY,250.00,500.00,37,5,0,7.5,TRUE
ATENOLOL IPCA 50MG X28 SACHET,ATENOLOLIPCA-0344,,,PHARMACY,750.00,1000.00,16,5,0,7.5,TRUE
ATENOLOL POCCO 100MG X 28 SACHET,ATENOLOLPOCC-0345,,,PHARMACY,217.50,400.00,0,5,0,7.5,TRUE
ATENOLOL TABS 50MG X 28 [TEVA] SACHET,ATENOLOLTABS-0346,,,PHARMACY,812.10,1300.00,25,5,0,7.5,TRUE
ATHRI CARE CAPSULES X 60 BOTTLE,ATHRICARECAP-0347,,,PHARMACY,0.00,3000.00,0,5,0,7.5,TRUE
ATORVASTATIN (PREFERRED DRUGS) PACK,ATORVASTATIN-0348,,,PHARMACY,0.00,1200.00,0,5,0,7.5,TRUE
ATORVASTATIN (TEVA)  TABS 40MG BLISTER,ATORVASTATIN-0349,,,PHARMACY,1500.00,2000.00,11,5,0,7.5,TRUE
ATORVASTATIN 10MG LIFEBACK,ATORVASTATIN-0350,,,PHARMACY,500.00,700.00,74,5,0,7.5,TRUE
ATORVASTATIN 10MG RANBAXY TABS PACK,ATORVASTATIN-0351,,,PHARMACY,0.00,1200.00,0,5,0,7.5,TRUE
ATORVASTATIN 20MG LIFEBACK,ATORVASTATIN-0352,,,PHARMACY,600.00,1000.00,0,5,0,7.5,TRUE
ATORVASTATIN 20MG RANBAXY TABS PACK,ATORVASTATIN-0353,,,PHARMACY,0.00,1600.00,0,5,0,7.5,TRUE
ATORVASTATIN 20MG UNOSOURCE BLISTERUNO,ATORVASTATIN-0354,,,PHARMACY,400.00,550.00,0,5,0,7.5,TRUE
ATORVASTATIN(TEVA) TABS 10MG X BLISTER,ATORVASTATIN-0355,,,PHARMACY,1500.00,2300.00,0,5,0,7.5,TRUE
ATORVASTATIN(TEVA) TABS 20MG X BLISTER,ATORVASTATIN-0356,,,PHARMACY,1750.00,2700.00,3,5,0,7.5,TRUE
ATRIBEX,ATRIBEX-0357,,,PHARMACY,0.00,300.00,0,5,0,7.5,TRUE
ATRIPLA   X 30 JAR,ATRIPLAX30JA-0358,,,PHARMACY,0.00,10000.00,0,5,0,7.5,TRUE
ATROPINE EYE DROPS 1% 10ML {MAR BOTTLE,ATROPINEEYED-0359,,,PHARMACY,0.00,2100.00,0,5,0,7.5,TRUE
ATROPINE INJ (MARTINDALE) X 10 AMPOULES,ATROPINEINJM-0360,,,PHARMACY,0.00,500.00,0,5,0,7.5,TRUE
ATROPINE INJ 15ML X 100 {MULTIC AMPOULES,ATROPINEINJ1-0361,,,PHARMACY,0.00,60.00,0,5,0,7.5,TRUE
AUGMENTIN DROP  62.5MG/ML 20ML PACK,AUGMENTINDRO-0362,,,PHARMACY,0.00,1500.00,0,5,0,7.5,TRUE
AUGMENTIN ES SUSP 642.9MG/5ML X BOTTLE,AUGMENTINESS-0363,,,PHARMACY,3330.56,4500.00,0,5,0,7.5,TRUE
AUGMENTIN SUSP 457MG/5ML 70ML BOTTLE,AUGMENTINSUS-0364,,,PHARMACY,10800.00,14600.00,8,5,0,7.5,TRUE
AUGMENTIN SYR 228MG/5ML 70ML BOTTLE,AUGMENTINSYR-0365,,,PHARMACY,5975.00,8200.00,12,5,0,7.5,TRUE
AUGMENTIN TABS 1G X 14 PACK,AUGMENTINTAB-0366,,,PHARMACY,9295.00,16000.00,12,5,0,7.5,TRUE
AUGMENTIN X 14 TABS 375MG PACK,AUGMENTINX14-0367,,,PHARMACY,10000.00,13500.00,4,5,0,7.5,TRUE
AUGMENTIN X 14 TABS 625MG PACK,AUGMENTINX14-0368,,,PHARMACY,8700.00,13000.00,12,5,0,7.5,TRUE
AUGZETAB 375MG,AUGZETAB375M-0369,,,PHARMACY,940.00,1300.00,1,5,0,7.5,TRUE
AURITZ 20MG ROSUVASTATIN,AURITZ20MGRO-0370,,,PHARMACY,2641.67,3600.00,5,5,0,7.5,TRUE
AVAMYS NASAL SPRAY 27.5MCG BOTTLE,AVAMYSNASALS-0371,,,PHARMACY,10935.00,15000.00,2,5,0,7.5,TRUE
AVIPOL  SYR  60ML BOTTLE,AVIPOLSYR60M-0372,,,PHARMACY,710.00,1000.00,2,5,0,7.5,TRUE
AVOCARD(PROMETHAZINE)L   X 50 BLISTER,AVOCARDPROME-0373,,,PHARMACY,52.07,150.00,71,5,0,7.5,TRUE
AVODART CAPS 0.5MG PACK,AVODARTCAPS0-0374,,,PHARMACY,5395.00,20000.00,0,5,0,7.5,TRUE
AVRO APETI CAP BLISTER,AVROAPETICAP-0375,,,PHARMACY,320.00,500.00,18,5,0,7.5,TRUE
AVRO APETI SYR 200ML BOTTLE,AVROAPETISYR-0376,,,PHARMACY,930.00,1400.00,7,5,0,7.5,TRUE
AVRO C 1000MG TAB X30,AVROC1000MGT-0377,,,PHARMACY,2400.00,4000.00,8,5,0,7.5,TRUE
AVRO-C SYRUP BOTTLE,AVROCSYRUPBO-0378,,,PHARMACY,550.00,800.00,0,5,0,7.5,TRUE
AVROGIN 500MG CAPLET,AVROGIN500MG-0379,,,PHARMACY,48.44,100.00,125,5,0,7.5,TRUE
AVROGYL 200MG BLISTER,AVROGYL200MG-0380,,,PHARMACY,89.00,150.00,6,5,0,7.5,TRUE
AVROGYL 400MG BLISTER,AVROGYL400MG-0381,,,PHARMACY,137.50,300.00,0,5,0,7.5,TRUE
AVROLIN CHILDRENL SYR  X 1 BOTTLE,AVROLINCHILD-0382,,,PHARMACY,528.86,800.00,0,5,0,7.5,TRUE
AVROLIN DRY COUGH 100ML BOTTLE,AVROLINDRYCO-0383,,,PHARMACY,275.00,500.00,7,5,0,7.5,TRUE
AVROLIN EXPECTORANT   X 1 BOTTLE,AVROLINEXPEC-0384,,,PHARMACY,0.00,300.00,0,5,0,7.5,TRUE
AVROLIN LINCTUS SYR 100ML BOTTLE,AVROLINLINCT-0385,,,PHARMACY,0.00,350.00,0,5,0,7.5,TRUE
AVROTON  BLOOD TONIC,AVROTONBLOOD-0386,,,PHARMACY,700.00,1000.00,1,5,0,7.5,TRUE
AVROTRIM TABS,AVROTRIMTABS-0387,,,PHARMACY,220.00,300.00,14,5,0,7.5,TRUE
AVSAR 10/160MG BLISTER,AVSAR10160MG-0388,,,PHARMACY,1725.00,2300.00,0,5,0,7.5,TRUE
AVSAR 5/160MG BLISTER,AVSAR5160MGB-0389,,,PHARMACY,1612.50,2100.00,0,5,0,7.5,TRUE
AVSTAT TABS 10MG X 30 BLISTER,AVSTATTABS10-0390,,,PHARMACY,900.00,1500.00,7,5,0,7.5,TRUE
AVSTAT TABS 20MG X 30 BLISTER,AVSTATTABS20-0391,,,PHARMACY,1100.00,1600.00,39,5,0,7.5,TRUE
AXACEF X 10 TABS 500MG PACK,AXACEFX10TAB-0392,,,PHARMACY,4690.00,6300.00,0,5,0,7.5,TRUE
AXE SPRAY,AXESPRAY-0393,,,HOUSEHOLD ITEMS,0.00,3800.00,0,5,0,7.5,TRUE
AZILIDE 500MG X 6 PACK,AZILIDE500MG-0394,,,PHARMACY,2000.00,2700.00,0,5,0,7.5,TRUE
AZILIDE SUSP 200MG 15ML BOTTLE,AZILIDESUSP2-0395,,,PHARMACY,1600.00,2200.00,14,5,0,7.5,TRUE
AZITHROMYCIN 250MG X4 TEVA,AZITHROMYCIN-0396,,,PHARMACY,1980.00,2700.00,0,5,0,7.5,TRUE
AZITHROMYCIN 250MG X6  (ZEEPREF),AZITHROMYCIN-0397,,,PHARMACY,1200.00,1800.00,0,5,0,7.5,TRUE
AZITHROMYCIN 250MG X6 POCCOZITH,AZITHROMYCIN-0398,,,PHARMACY,1200.00,1800.00,22,5,0,7.5,TRUE
AZITHROMYCIN 250MG ZOLON TABS PACK,AZITHROMYCIN-0399,,,PHARMACY,1650.00,2200.00,23,5,0,7.5,TRUE
