FADOB PHARMACY & STORES
Stock Status
From 1-1-2026 to 23-2-2026
All Items,All MC
Item Details,Parent Group,Unit,Op.Qty,Op.Amt.,Purc.,Amt.In,Qty In(Others),Amt.In(Others),Sale,Amt.Out,Qty.Out (Others),Amt.Out(Others),Cl. Qty,Cl. Amt.
"ANOFAST GEL TUBE",PHARMACY,Pcs.,5,"3,750.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"3,750.00"
"ANOROL TABS  X 100 BLISTER",PHARMACY,Pcs.,35,"20,287.58",30,"17,415.00",0,0.00,11,"9,900.00",0,0.00,54,"31,322.43"
"ANTALGEX-T CAPS  X 20 BLISTER",PHARMACY,Pcs.,12,"38,304.18",0,0.00,0,0.00,7,"30,800.00",0,0.00,5,"15,960.08"
"ANTALLERGE EYE DROPS  10ML BOTTLE",PHARMACY,Pcs.,21,"27,689.10",31,"48,000.00",0,0.00,21,"42,200.00",0,0.00,31,"46,954.43"
"ANTI RABIES INJ PACK SPEEDA",PHARMACY,Pcs.,15,"127,427.94",7,"63,000.00",0,0.00,2,"24,200.00",0,0.00,20,"173,269.28"
"ANTIMAL X 3 TABS PACK",PHARMACY,Pcs.,0,0.00,0,0.00,0,0.00,1,50.00,0,0.00,-1,-50.00
"ANUDOL SUPPOSITORIES PER PIECE",PHARMACY,Pcs.,14,"3,944.48",60,"16,500.00",0,0.00,48,"24,000.00",0,0.00,26,"7,170.64"
"ANUSOL CREAM  25G TUBE",PHARMACY,Pcs.,-1,"-5,167.25",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-5,167.25"
"ANUSOL SUPP PER PIECES 1 PIECES",PHARMACY,Pcs.,18,"11,306.25",0,0.00,0,0.00,0,0.00,0,0.00,18,"11,306.25"
"APETABON SYR BOTTLE",PHARMACY,Pcs.,12,"24,256.95",0,0.00,0,0.00,0,0.00,0,0.00,12,"24,256.95"
"APETAMIN SYR 200ML BOTTLE",PHARMACY,Pcs.,25,"164,160.58",5,"34,975.00",0,0.00,3,"28,500.00",0,0.00,27,"179,288.52"
"APEX BP MACHINE",PHARMACY,Pcs.,1,"18,000.00",5,"90,000.00",0,0.00,4,"120,000.00",0,0.00,2,"36,000.00"
"APPLE CIDER N/F 500MG X100 PER TAB",PHARMACY,Pcs.,-4,"-23,600.00",0,0.00,0,0.00,0,0.00,0,0.00,-4,"-23,600.00"
"APPLE CIDER VINEGAR BIG BRAGG 946ML BOTT",PHARMACY,Pcs.,0,0.00,2,"27,990.00",0,0.00,0,0.00,0,0.00,2,"27,990.00"
"APPLE CIDER WHITEHOUSE SYR 473M BOTTLE",PHARMACY,Pcs.,0,0.00,2,"10,500.00",0,0.00,2,"14,200.00",0,0.00,0,0.00
"APPLE CIDER WHITEHOUSE SYR 946M BOTTLE",PHARMACY,Pcs.,0,0.00,0,0.00,0,0.00,2,"9,600.00",0,0.00,-2,"-9,600.00"
"APRIL EBONY BAR SOAP",COSMETICS,Pcs.,22,"12,833.33",0,0.00,0,0.00,10,"8,000.00",0,0.00,12,"7,000.00"
"APROVASC TABS 300/10MG X 28 SACHET",PHARMACY,Pcs.,4,"24,563.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"24,563.00"
"APROVEL TABS 300MG X 28 BLISTER",PHARMACY,Pcs.,1,"11,250.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"11,250.00"
"APTAMIL MILK STAGE 1 B/S PACK",FOOD ITEMS,Pcs.,9,"157,599.99",0,0.00,0,0.00,4,"84,400.00",0,0.00,5,"87,555.55"
"APTAMIL MILK STAGE 2 B/S JAR",FOOD ITEMS,Pcs.,2,"36,666.67",0,0.00,0,0.00,5,"105,500.00",0,0.00,-3,"-63,300.00"
"APTAMIL MILK STAGE 3 B/S JAR",FOOD ITEMS,Pcs.,9,"145,531.26",0,0.00,0,0.00,0,0.00,0,0.00,9,"145,531.26"
"APTIZOOM SYR 200ML BOTTLE",PHARMACY,Pcs.,0,0.00,5,"14,350.00",0,0.00,2,"8,000.00",0,0.00,3,"8,610.00"
"AQUA COOL BRUSH PCS",HOUSEHOLD ITEMS,Pcs.,-9,"-1,480.00",0,0.00,0,0.00,0,0.00,0,0.00,-9,"-1,480.00"
"AQUA ORAL CARE TOOTH BRUSH PACK",HOUSEHOLD ITEMS,Pcs.,1,500.00,0,0.00,0,0.00,0,0.00,0,0.00,1,500.00
"AQUA TEARS EYE DROPS 10ML X 1 PACK",PHARMACY,Pcs.,5,"12,841.28",0,0.00,0,0.00,0,0.00,0,0.00,5,"12,886.63"
"AQUACEF SUSP. 100MLS BOTTLE",PHARMACY,Pcs.,9,"24,327.94",0,0.00,0,0.00,1,"3,800.00",0,0.00,8,"21,624.84"
"AQUACLAV 1G X 14 PACK",PHARMACY,Pcs.,18,"48,899.63",40,"112,000.00",0,0.00,37,"155,400.00",0,0.00,21,"58,483.22"
"AQUACLAV 375MG X 20 TABS PACK",PHARMACY,Pcs.,29,"71,170.78",0,0.00,0,0.00,19,"66,500.00",0,0.00,10,"24,541.65"
"AQUACLAV 625MG X14 PACK",PHARMACY,Pcs.,48,"115,761.72",70,"168,000.00",0,0.00,62,"218,000.00",0,0.00,56,"134,574.55"
"AQUACLAV SUSP  228.5 BOTTLE",PHARMACY,Pcs.,6,"11,100.00",35,"59,500.00",0,0.00,41,"117,000.00",0,0.00,0,0.00
"AQUAFIX SUSP 100ML BOTTLE",PHARMACY,Pcs.,12,"25,200.00",0,0.00,0,0.00,9,"27,000.00",0,0.00,3,"6,300.00"
"AQUAFRESH LITTLE TEETH TOOTHPASTE 3-5YRS",HOUSEHOLD ITEMS,Pcs.,5,"10,000.00",0,0.00,0,0.00,4,"9,600.00",0,0.00,1,"2,000.00"
"AQUAMAL QS",PHARMACY,Pcs.,249,"134,154.68",30,"12,750.00",0,0.00,2,"2,000.00",0,0.00,277,"145,827.14"
"AQUAMAL QS SOFTGEL",PHARMACY,Pcs.,0,0.00,20,"24,200.00",0,0.00,5,"10,000.00",0,0.00,15,"18,150.00"
"AQUASULF SULPHUR OINT.",PHARMACY,Pcs.,9,"1,950.00",0,0.00,0,0.00,0,0.00,0,0.00,9,"1,950.00"
"AQUIXIM SUSP 100ML",PHARMACY,Pcs.,-1,"-3,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-3,000.00"
"ARBITEL 80MG X30 BLISTER",PHARMACY,Pcs.,1,"1,866.66",24,"45,400.00",0,0.00,17,"44,200.00",0,0.00,8,"14,933.33"
"ARBITEL AM X30 SACHET",PHARMACY,Pcs.,3,"3,624.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"3,624.00"
"ARCHICHLOR CHLORPHENIRAMINE SYR BOTTLE",PHARMACY,Pcs.,-2,-400.00,0,0.00,0,0.00,0,0.00,0,0.00,-2,-400.00
"ARCHIPROFEN SYR 100MLBOTTLE",PHARMACY,Pcs.,2,700.00,0,0.00,0,0.00,0,0.00,0,0.00,2,700.00
"ARENAX PLUS DISPERSIBLE X6 PINK",PHARMACY,Pcs.,43,"15,073.93",44,"14,480.00",0,0.00,53,"40,300.00",0,0.00,34,"12,235.27"
"ARENAX PLUS FORTE",PHARMACY,Pcs.,27,"31,860.00",30,"41,000.00",0,0.00,28,"50,400.00",0,0.00,29,"39,219.98"
"ARENAX PLUS X12 PURPLE",PHARMACY,Pcs.,42,"19,317.29",30,"16,500.00",0,0.00,12,"10,800.00",0,0.00,60,"30,253.76"
"ARENAX PLUS X18 GREEN",PHARMACY,Pcs.,45,"30,306.52",10,"6,950.00",0,0.00,4,"4,800.00",0,0.00,51,"34,546.96"
"ARISTOBET N EYE OINTMENT",PHARMACY,Pcs.,-3,"-9,000.00",0,0.00,0,0.00,2,"6,000.00",0,0.00,-5,"-15,000.00"
"ARISTOBET-N EYE/EAR DROPS 5ML BOTTLE",PHARMACY,Pcs.,6,"11,995.55",30,"58,500.00",0,0.00,19,"57,000.00",0,0.00,17,"33,456.94"
"ARISTOCOM EYE DROPS 5ML X 1 BOTTLE",PHARMACY,Pcs.,-2,"-1,780.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-1,780.00"
"AROTRIX CREAM PERMETHRIN 15G TUBE",PHARMACY,Pcs.,8,"18,668.12",0,0.00,0,0.00,0,0.00,0,0.00,8,"18,668.12"
"ARTANE COUNTING",PHARMACY,Pcs.,360,"2,880.00",0,0.00,0,0.00,0,0.00,0,0.00,360,"2,880.00"
"ARTEBETA INJ 150MG/2ML PACK",PHARMACY,Pcs.,-1,"-2,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-2,000.00"
"ARTELUMEX 80/480mg",PHARMACY,Pcs.,5,"5,083.36",0,0.00,0,0.00,0,0.00,0,0.00,5,"5,083.36"
"ARTEMEF 80/480 TAB",PHARMACY,Pcs.,13,"24,618.16",10,"19,000.00",0,0.00,7,"18,200.00",0,0.00,16,"30,352.28"
"ARTEMETHER INJ 80MG PACK",PHARMACY,Pcs.,13,"7,173.34",10,"5,700.00",0,0.00,14,"12,600.00",0,0.00,9,"5,040.63"
"ARTEMETRIN SUSP PACK",PHARMACY,Pcs.,2,"2,200.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"2,200.00"
"ARTEQUIK X6 TABS PACK",PHARMACY,Pcs.,2,"5,500.00",40,"112,000.00",0,0.00,24,"96,000.00",0,0.00,18,"49,500.00"
"ARTEQUIN X 6 TABS  {ADULT} PACK",PHARMACY,Pcs.,0,0.00,0,0.00,0,0.00,1,"5,000.00",0,0.00,-1,"-5,000.00"
"ARTESUN 120MG INJ",PHARMACY,Pcs.,-1,"-3,500.00",0,0.00,0,0.00,3,"10,500.00",0,0.00,-4,"-14,000.00"
"ARTESUNATE 120MG INJ POCCO",PHARMACY,Pcs.,6,"6,480.00",0,0.00,0,0.00,3,"6,000.00",0,0.00,3,"3,240.00"
"ARTHEMED 80/480MG X 6 PACK",PHARMACY,Pcs.,28,"22,960.00",0,0.00,0,0.00,0,0.00,0,0.00,28,"22,960.00"
"ARTHOCARE FORTE CAPS X 30 JAR",PHARMACY,Pcs.,-1,"-14,000.00",4,"41,922.00",0,0.00,2,"28,000.00",0,0.00,1,"11,022.00"
"ARTHOCARE X 30 CAPS BOTTLE",PHARMACY,Pcs.,-1,"-6,635.00",0,0.00,0,0.00,2,"19,000.00",0,0.00,-3,"-25,635.00"
"ARTHRELLA 30G  OINTMENT TUBE",PHARMACY,Pcs.,3,"3,210.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"3,210.00"
"ARTHRELLA TAB",PHARMACY,Pcs.,2,"2,530.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"2,530.00"
"ARTHRITIS CARE CAP BLISTER",PHARMACY,Pcs.,9,"2,756.70",0,0.00,0,0.00,0,0.00,0,0.00,9,"2,756.70"
"ARTHRITIS CARE PLUS BLISTER",PHARMACY,Pcs.,19,"30,970.51",0,0.00,0,0.00,5,"12,500.00",0,0.00,14,"22,820.36"
"ARTHROGRATIS X 30 TABS JAR",PHARMACY,Pcs.,-1,"-4,263.06",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-4,263.06"
"ARTHROTEC TAB X20",PHARMACY,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"ARTHROTEC TABS 75MG X 100 SACHET",PHARMACY,Pcs.,41,"88,399.73",80,"171,480.00",0,0.00,55,"165,000.00",0,0.00,66,"139,349.72"
"ASANTEE PAPAYA & CARROT SOAP (2 BLOCK",PHARMACY,Pcs.,33,"42,601.37",0,0.00,0,0.00,3,"4,800.00",0,0.00,30,"38,728.52"
"ASCIPRAM 10 BLISTER",PHARMACY,Pcs.,-1,"-1,300.00",9,"8,250.00",0,0.00,7,"9,100.00",0,0.00,1,916.66
"ASCIPRAM 20MG BLISTER",PHARMACY,Pcs.,5,"6,299.09",15,"19,000.00",0,0.00,5,"8,500.00",0,0.00,15,"18,993.58"
"ASCOBITONE SYR BOTTLE",PHARMACY,Pcs.,1,300.00,0,0.00,0,0.00,0,0.00,0,0.00,1,300.00
"ASCOCHEW 1000MG BLISTER",PHARMACY,Pcs.,57,"32,624.88",60,"36,000.00",0,0.00,56,"56,000.00",0,0.00,61,"35,979.56"
"ASCOCHEW 100MG X100 JAR WHITE/COLOURED",PHARMACY,Pcs.,307,"213,196.07",120,"79,500.00",0,0.00,159,"190,800.00",0,0.00,268,"183,961.65"
"ASCOCHEW PLUS SYR 100ML",PHARMACY,Pcs.,7,"4,900.00",0,0.00,0,0.00,1,"1,700.00",0,0.00,6,"4,200.00"
"ASCOCHEW PLUS SYR 200ML",PHARMACY,Pcs.,7,"12,517.52",10,"18,000.00",0,0.00,21,"52,300.00",0,0.00,-4,"-10,000.00"
"ASCOCHEW ZINC FORTE BLISTER",PHARMACY,Pcs.,4,"1,840.00",0,0.00,0,0.00,4,"4,000.00",0,0.00,0,0.00
"ASCOMED VITAMIN C X100 JAR",PHARMACY,Pcs.,-82,"-82,300.00",0,0.00,0,0.00,24,"28,800.00",0,0.00,-106,"-111,100.00"
"ASCORBION C 300 SYR 100ML BOTTLE",PHARMACY,Pcs.,2,"1,149.09",0,0.00,0,0.00,0,0.00,0,0.00,2,"1,149.09"
"ASCORBION C100 CHEWABLE X 100 JAR",PHARMACY,Pcs.,"1,000","1,600.00",0,0.00,0,0.00,0,0.00,0,0.00,"1,000","1,600.00"
"ASCOREX EXPECTORANT SYR  100ML BOTTLE",PHARMACY,Pcs.,16,"18,241.17",0,0.00,0,0.00,0,0.00,0,0.00,16,"18,241.17"
"ASMALYN SYR 100ML X BOTTLE",PHARMACY,Pcs.,-2,"-2,000.00",10,"6,000.00",0,0.00,2,"2,000.00",0,0.00,6,"3,600.00"
"ASMANOL TAB X 100 JAR",PHARMACY,Pcs.,0,0.00,3,"2,100.00",0,0.00,4,"4,000.00",0,0.00,-1,-700.00
"ASMANOL-F X 50 TABS JAR",PHARMACY,Pcs.,6,"3,675.00",0,0.00,0,0.00,0,0.00,0,0.00,6,"3,675.00"
"ASOMEX TABS 2.5MG X 30 BLISTER",PHARMACY,Pcs.,5,"5,406.25",0,0.00,0,0.00,0,0.00,0,0.00,5,"5,406.25"
"ASOMEX TABS 5MG X 30 SACHET",PHARMACY,Pcs.,31,"71,936.66",15,"33,750.00",0,0.00,7,"23,800.00",0,0.00,39,"89,583.98"
"ASPIRIN (BAYER) 81MG X 32 PACK",PHARMACY,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"ASPIRIN 75MG SHALINA BLISTER",PHARMACY,Pcs.,33,"4,693.33",0,0.00,0,0.00,3,900.00,0,0.00,30,"4,266.67"
"ASPIRIN CARDIO TABS 100MG X 30 BLISTER",PHARMACY,Pcs.,15,"21,620.22",0,0.00,0,0.00,2,"5,000.00",0,0.00,13,"18,737.52"
"ASPIRIN DISPERSIBLE 75MG  (BRIS PACK",PHARMACY,Pcs.,4,"1,600.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"1,600.00"
"ASTYFER  SYR 200ML BOTTLE",PHARMACY,Pcs.,122,"462,718.28",83,"318,870.00",0,0.00,71,"376,000.00",0,0.00,134,"511,336.13"
"ASTYFER CAPS X 30 PACK",PHARMACY,Pcs.,18,"68,345.26",30,"115,125.00",0,0.00,17,"88,800.00",0,0.00,31,"118,753.04"
"ASTYMIN CAPS X 30 PACK",PHARMACY,Pcs.,12,"47,100.00",0,0.00,0,0.00,7,"37,100.00",0,0.00,5,"19,625.00"
"ASTYMIN SYR 200ML X 1 BOTTLE",PHARMACY,Pcs.,29,"109,136.60",27,"99,900.00",0,0.00,28,"145,600.00",0,0.00,28,"104,369.41"
"ATACAND TABS 16MG X 28 BLISTER",PHARMACY,Pcs.,2,"15,940.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"15,940.00"
"ATACAND TABS 8MG X 28 BLISTER",PHARMACY,Pcs.,-1,"-1,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,000.00"
"ATADYN (LORATIDINE) SYR 5MG/5ML BOTTLE",PHARMACY,Pcs.,7,"11,133.18",12,"19,200.00",0,0.00,17,"37,400.00",0,0.00,2,"3,198.53"
"ATADYN (LORATIDINE) TABS 10MG X BLISTER",PHARMACY,Pcs.,154,"41,000.29",0,0.00,0,0.00,46,"18,400.00",0,0.00,108,"28,753.38"
"ATENOLOL (POCCO) 50MG TABS SACHET",PHARMACY,Pcs.,-3,"-1,450.00",0,0.00,0,0.00,12,"6,000.00",0,0.00,-15,"-7,450.00"
"ATENOLOL (TEVA) TABS 100MG X 28 BLISTER",PHARMACY,Pcs.,-6,"-3,533.33",0,0.00,0,0.00,0,0.00,0,0.00,-6,"-3,533.33"
"ATENOLOL 100MG BRISTOL BLISTER",PHARMACY,Pcs.,4,"5,000.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"5,000.00"
"ATENOLOL 100MG CRESCENT BLISTER",PHARMACY,Pcs.,12,"10,958.48",0,0.00,0,0.00,0,0.00,0,0.00,12,"10,958.48"
"ATENOLOL 100MG EDEN BLISTER",PHARMACY,Pcs.,32,"8,800.00",0,0.00,0,0.00,7,"3,500.00",0,0.00,25,"6,875.00"
"ATENOLOL 100MG JASPRI BLISTER",PHARMACY,Pcs.,4,"1,100.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"1,100.00"
"ATENOLOL 25MG CRESCENT BLISTER",PHARMACY,Pcs.,10,"9,500.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"9,500.00"
"ATENOLOL 25MG TEVA TABS BLISTER",PHARMACY,Pcs.,-2,-800.00,0,0.00,0,0.00,0,0.00,0,0.00,-2,-800.00
"ATENOLOL 50MG (CRESCENT) X28 BLISTER",PHARMACY,Pcs.,-1,-950.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,-950.00
"ATENOLOL 50MG BRISTOL BLISTER",PHARMACY,Pcs.,12,"13,800.00",0,0.00,0,0.00,3,"5,400.00",0,0.00,9,"10,350.00"
"ATENOLOL 50MG EDEN BLISTER",PHARMACY,Pcs.,24,"5,621.38",0,0.00,0,0.00,15,"6,000.00",0,0.00,9,"2,108.02"
"ATENOLOL 50MG MULTICHRIS BLISTER",PHARMACY,Pcs.,37,"9,250.00",0,0.00,0,0.00,2,"1,000.00",0,0.00,35,"8,750.00"
"ATENOLOL IPCA 50MG X28 SACHET",PHARMACY,Pcs.,16,"12,000.00",0,0.00,0,0.00,0,0.00,0,0.00,16,"12,000.00"
"ATENOLOL TABS 50MG X 28 [TEVA] SACHET",PHARMACY,Pcs.,25,"20,302.42",0,0.00,0,0.00,1,"1,300.00",0,0.00,24,"19,490.32"
"ATHRI CARE CAPSULES X 60 BOTTLE",PHARMACY,Pcs.,-4,"-9,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-4,"-9,000.00"
"ATORVASTATIN (PREFERRED DRUGS) PACK",PHARMACY,Pcs.,-1,"-1,200.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,200.00"
"ATORVASTATIN (TEVA)  TABS 40MG BLISTER",PHARMACY,Pcs.,11,"12,571.43",0,0.00,0,0.00,3,"6,000.00",0,0.00,8,"9,142.86"
"ATORVASTATIN 10MG LIFEBACK",PHARMACY,Pcs.,74,"37,108.30",0,0.00,0,0.00,39,"27,300.00",0,0.00,35,"17,551.26"
"ATORVASTATIN 20MG LIFEBACK",PHARMACY,Pcs.,-36,"-36,000.00",0,0.00,0,0.00,6,"6,000.00",0,0.00,-42,"-42,000.00"
"ATORVASTATIN(TEVA) TABS 10MG X BLISTER",PHARMACY,Pcs.,-9,"-18,000.00",10,"15,000.00",0,0.00,3,"6,900.00",0,0.00,-2,"-4,600.00"
"ATORVASTATIN(TEVA) TABS 20MG X BLISTER",PHARMACY,Pcs.,3,"5,250.00",10,"17,500.00",0,0.00,0,0.00,0,0.00,13,"22,750.00"
"ATRIBEX",PHARMACY,Pcs.,-77,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-77,0.00
"AUGMENTIN SUSP 457MG/5ML 70ML BOTTLE",PHARMACY,Pcs.,8,"85,657.15",0,0.00,0,0.00,4,"55,300.00",0,0.00,4,"42,828.58"
"AUGMENTIN SYR 228MG/5ML 70ML BOTTLE",PHARMACY,Pcs.,12,"74,036.64",5,"29,875.00",0,0.00,8,"67,200.00",0,0.00,9,"54,651.24"
"AUGMENTIN TABS 1G X 14 PACK",PHARMACY,Pcs.,12,"117,979.90",1,"9,295.00",0,0.00,5,"80,000.00",0,0.00,8,"78,223.94"
"AUGMENTIN X 14 TABS 375MG PACK",PHARMACY,Pcs.,4,"40,000.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"40,000.00"
"AUGMENTIN X 14 TABS 625MG PACK",PHARMACY,Pcs.,12,"115,040.39",18,"156,600.00",0,0.00,19,"266,000.00",0,0.00,11,"96,533.65"
"AUGZETAB 375MG",PHARMACY,Pcs.,1,940.00,0,0.00,0,0.00,0,0.00,0,0.00,1,940.00
"AURITZ 20MG ROSUVASTATIN",PHARMACY,Pcs.,5,"13,208.33",0,0.00,0,0.00,0,0.00,0,0.00,5,"13,208.33"
"AVAMYS NASAL SPRAY 27.5MCG BOTTLE",PHARMACY,Pcs.,2,"20,393.33",2,"21,870.00",0,0.00,0,0.00,0,0.00,4,"42,263.33"
"AVIPOL  SYR  60ML BOTTLE",PHARMACY,Pcs.,2,"1,414.29",0,0.00,0,0.00,0,0.00,0,0.00,2,"1,414.29"
"AVOCARD(PROMETHAZINE)L   X 50 BLISTER",PHARMACY,Pcs.,71,"3,696.66",0,0.00,0,0.00,0,0.00,0,0.00,71,"3,696.66"
"AVRO APETI CAP BLISTER",PHARMACY,Pcs.,18,"6,000.01",30,"9,600.00",0,0.00,11,"5,500.00",0,0.00,37,"11,943.87"
"AVRO APETI SYR 200ML BOTTLE",PHARMACY,Pcs.,7,"6,649.76",35,"33,050.00",0,0.00,19,"26,600.00",0,0.00,23,"21,691.36"
"AVRO C 1000MG TAB X30",PHARMACY,Pack.,8,"19,200.00",0,0.00,0,0.00,2,"8,000.00",0,0.00,6,"14,400.00"
"AVROGIN 500MG CAPLET",PHARMACY,Pcs.,125,"6,054.42",0,0.00,0,0.00,0,0.00,0,0.00,125,"6,054.42"
"AVROGYL 200MG BLISTER",PHARMACY,Pcs.,6,534.00,0,0.00,0,0.00,0,0.00,0,0.00,6,534.00
"AVROGYL 400MG BLISTER",PHARMACY,Pcs.,-1,-137.50,0,0.00,0,0.00,0,0.00,0,0.00,-1,-137.50
"AVROLIN CHILDRENL SYR  X 1 BOTTLE",PHARMACY,Pcs.,-3,"-1,586.57",0,0.00,0,0.00,0,0.00,0,0.00,-3,"-1,586.57"
"AVROLIN DRY COUGH 100ML BOTTLE",PHARMACY,Pcs.,7,"1,925.00",0,0.00,0,0.00,0,0.00,0,0.00,7,"1,925.00"
"AVROLIN EXPECTORANT   X 1 BOTTLE",PHARMACY,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"AVROLIN LINCTUS SYR 100ML BOTTLE",PHARMACY,Pcs.,-7,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-7,0.00
"AVROTON  BLOOD TONIC",PHARMACY,Pcs.,1,700.00,0,0.00,0,0.00,0,0.00,0,0.00,1,700.00
"AVROTRIM TABS",PHARMACY,Pcs.,14,"3,080.00",0,0.00,0,0.00,0,0.00,0,0.00,14,"3,080.00"
"AVSAR 10/160MG BLISTER",PHARMACY,Pcs.,0,0.00,8,"13,800.00",0,0.00,0,0.00,0,0.00,8,"13,800.00"
"AVSAR 5/160MG BLISTER",PHARMACY,Pcs.,-1,"-1,612.50",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,612.50"
"AVSTAT TABS 10MG X 30 BLISTER",PHARMACY,Pcs.,7,"6,585.84",30,"27,000.00",0,0.00,5,"7,500.00",0,0.00,32,"29,047.20"
"AVSTAT TABS 20MG X 30 BLISTER",PHARMACY,Pcs.,39,"43,887.95",30,"33,000.00",0,0.00,20,"32,000.00",0,0.00,49,"54,510.13"
"AZILIDE 500MG X 6 PACK",PHARMACY,Pcs.,-11,"-29,700.00",0,0.00,0,0.00,0,0.00,0,0.00,-11,"-29,700.00"
"AZILIDE SUSP 200MG 15ML BOTTLE",PHARMACY,Pcs.,14,"22,230.77",0,0.00,0,0.00,9,"20,800.00",0,0.00,5,"7,939.58"
"AZITHROMYCIN 250MG X6  (ZEEPREF)",PHARMACY,Pcs.,0,0.00,0,0.00,0,0.00,8,"14,200.00",0,0.00,-8,"-14,200.00"
"AZITHROMYCIN 250MG X6 POCCOZITH",PHARMACY,Pcs.,22,"26,607.98",27,"32,400.00",0,0.00,27,"48,600.00",0,0.00,22,"26,455.46"
"AZITHROMYCIN 250MG ZOLON TABS PACK",PHARMACY,Pcs.,23,"34,144.54",0,0.00,0,0.00,0,0.00,0,0.00,23,"34,144.54"
"AZITHROMYCIN 250MGX6 EMZOR PACK",PHARMACY,Pcs.,17,"17,754.80",20,"32,200.00",0,0.00,1,"2,300.00",0,0.00,36,"48,604.67"
"AZITHROMYCIN 250X6 PREFERRED DR PACKPR",PHARMACY,Pcs.,-15,"-22,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-15,"-22,500.00"
"AZITHROMYCIN 500MG (AXEREM)",PHARMACY,Pcs.,7,"13,650.00",0,0.00,0,0.00,0,0.00,0,0.00,7,"13,650.00"
"AZITHROMYCIN 500MG (CETROXOL)",PHARMACY,Pcs.,10,"33,000.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"33,000.00"
"AZITHROMYCIN 500MG GLOTHROX  PACK",PHARMACY,Pcs.,-6,"-13,200.00",10,"37,000.00",0,0.00,4,"20,000.00",0,0.00,0,0.00
"AZITHROMYCIN 500MG X10 POCCO PACK",PHARMACY,Pcs.,30,"75,827.46",20,"58,650.00",0,0.00,9,"32,500.00",0,0.00,41,"111,352.56"
"AZITHROMYCIN 500MG X3 (ZITMYC)",PHARMACY,Pcs.,6,"10,800.00",0,0.00,0,0.00,6,"15,000.00",0,0.00,0,0.00
"AZITHROMYCIN 500MG X3 SWIPHA",PHARMACY,Pcs.,8,"15,946.28",10,"20,250.00",0,0.00,10,"28,000.00",0,0.00,8,"16,095.54"
"AZITHROMYCIN 500MG ZOLON PACK",PHARMACY,Pcs.,7,"10,531.82",0,0.00,0,0.00,0,0.00,0,0.00,7,"10,531.82"
"AZITHROMYCIN 500MGX10 ARTEMIS PACK",PHARMACY,Pcs.,1,"2,179.68",0,0.00,0,0.00,0,0.00,0,0.00,1,"2,179.68"
"AZITHROMYCIN 500MGX10 EMZOR PACK",PHARMACY,Pcs.,-12,"-10,995.00",0,0.00,0,0.00,0,0.00,0,0.00,-12,"-10,995.00"
"AZITHROMYCIN 500MGX3 EMZOR PACK",PHARMACY,Pcs.,13,"15,262.97",0,0.00,0,0.00,0,0.00,0,0.00,13,"15,262.97"
"AZITHROMYCIN SUSP (GLOTHROX)",PHARMACY,Pcs.,7,"14,000.00",0,0.00,0,0.00,7,"18,900.00",0,0.00,0,0.00
"AZITHROMYCIN SUSP EMZOR",PHARMACY,Pcs.,6,"8,311.59",0,0.00,0,0.00,0,0.00,0,0.00,6,"8,311.59"
"AZITHROMYCIN SUSP ZOLON",PHARMACY,Pcs.,2,"3,600.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"3,600.00"
"AZOPT EYE DROPS  5ML BOTTLE",PHARMACY,Pcs.,1,"15,000.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"15,000.00"
"AZOPT(PARALLEL) EYE DROPS X 1 PACK",PHARMACY,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
