FADOB PHARMACY & STORES
List of Items
Name,Alias,Group Name,Op. Amount,Op. Stock(Main),Sale Price,Purc. Price
ARTEMETHER INJ 80MG PACK,,PHARMACY,"7,173.34",13,900.00,570.00
ARTEMETRIN SUSP PACK,,PHARMACY,"2,200.00",2,"1,500.00","1,100.00"
ARTEQUIK X6 TABS PACK,,PHARMACY,"5,500.00",2,"4,000.00","2,750.00"
ARTEQUIN X 6 TABS  {ADULT} PACK,,PHARMACY,0.00,0,"5,000.00","3,950.00"
ARTEQUIN X 6 TABS  X 1 {CHILDRE PACK,,PHARMACY,0.00,0,"1,900.00","1,555.00"
ARTESUN 120MG INJ,,PHARMACY,"-3,500.00",-1,"3,500.00",0.00
ARTESUNATE  SYR  100ML BOTTLE,,PHARMACY,0.00,0,800.00,0.00
ARTESUNATE 120MG INJ POCCO,,PHARMACY,"6,480.00",6,"2,000.00","1,080.00"
ARTHEMED 80/480MG X 6 PACK,,PHARMACY,"22,960.00",28,"1,500.00",820.00
ARTHOCARE FORTE CAPS X 30 JAR,,PHARMACY,"-14,000.00",-1,"14,900.00","11,022.00"
ARTHOCARE X 30 CAPS BOTTLE,,PHARMACY,"-6,635.00",-1,"9,500.00","6,635.00"
ARTHRELLA 30G  OINTMENT TUBE,,PHARMACY,"3,210.00",3,"1,600.00","1,070.00"
ARTHRELLA TAB,,PHARMACY,"2,530.00",2,"1,700.00","1,265.00"
ARTHRITIS CARE CAP BLISTER,,PHARMACY,"2,756.70",9,450.00,306.30
ARTHRITIS CARE PLUS BLISTER,,PHARMACY,"30,970.51",19,"2,500.00","1,600.00"
ARTHRITIS FORTE X 10 BLISTER,,PHARMACY,0.00,0,"1,200.00",0.00
ARTHROGRATIS X 30 TABS JAR,,PHARMACY,"-4,263.06",-1,"7,200.00","4,263.06"
ARTHROTEC TAB X20,,PHARMACY,0.00,-1,0.00,"3,400.00"
ARTHROTEC TABS 75MG X 100 SACHET,,PHARMACY,"88,399.73",41,"3,000.00","2,143.50"
ARYTONS HAEMOGLOBIN+VIT B12 BOTTLE,,PHARMACY,0.00,0,"4,600.00","3,525.00"
ASANTEE PAPAYA & CARROT SOAP (2 BLOCK,,PHARMACY,"42,601.37",33,"1,600.00","1,333.33"
ASAQ WINTHROP 1 TO 5 YEARS TABS PACK,,PHARMACY,0.00,0,200.00,0.00
ASCIPRAM 10 BLISTER,,PHARMACY,"-1,300.00",-1,"1,300.00",916.67
ASCIPRAM 20MG BLISTER,,PHARMACY,"6,299.09",5,"1,700.00","1,266.67"
ASCOBITONE SYR BOTTLE,,PHARMACY,300.00,1,600.00,300.00
ASCOCHEW 1000MG BLISTER,,PHARMACY,"32,624.88",57,"1,000.00",600.00
ASCOCHEW 100MG X100 JAR WHITE/COLOURED,,PHARMACY,"213,196.07",307,"1,200.00",725.00
ASCOCHEW PLUS SYR 100ML,,PHARMACY,"4,900.00",7,"1,700.00","1,100.00"
ASCOCHEW PLUS SYR 200ML,,PHARMACY,"12,517.52",7,"2,500.00","1,800.00"
ASCOCHEW ZINC FORTE BLISTER,,PHARMACY,"1,840.00",4,"1,000.00",460.00
ASCOMED VITAMIN C X100 JAR,,PHARMACY,"-82,300.00",-82,"1,200.00",880.00
ASCORBION C 300 SYR 100ML BOTTLE,,PHARMACY,"1,149.09",2,800.00,574.55
ASCORBION C100 CHEWABLE X 100 JAR,,PHARMACY,"1,600.00","1,000",2.00,1.60
ASCOREX EXPECTORANT SYR  100ML BOTTLE,,PHARMACY,"18,241.17",16,"1,900.00","1,050.00"
ASMALYN SYR 100ML X BOTTLE,,PHARMACY,"-2,000.00",-2,"1,000.00",600.00
ASMANOL TAB X 100 JAR,,PHARMACY,0.00,0,"1,000.00",700.00
ASMANOL-F X 50 TABS JAR,,PHARMACY,"3,675.00",6,"1,000.00",612.50
ASOMEX TABS 2.5MG X 30 BLISTER,,PHARMACY,"5,406.25",5,"1,600.00","1,081.25"
ASOMEX TABS 5MG X 30 SACHET,,PHARMACY,"71,936.66",31,"3,400.00","2,250.00"
ASPIRIN (BAYER) 81MG X 32 PACK,,PHARMACY,0.00,-1,"2,500.00",0.00
ASPIRIN 75MG SHALINA BLISTER,,PHARMACY,"4,693.33",33,300.00,141.67
ASPIRIN CARDIO TABS 100MG X 30 BLISTER,,PHARMACY,"21,620.22",15,"2,500.00","1,831.67"
ASPIRIN DISPERSIBLE 75MG  (BRIS PACK,,PHARMACY,"1,600.00",4,600.00,400.00
ASPIRIN TABS 75MG X 100 {DISPER JAR,,PHARMACY,0.00,0,600.00,0.00
ASTYFER  SYR 200ML BOTTLE,,PHARMACY,"462,718.28",122,"5,400.00","3,750.00"
ASTYFER CAPS X 30 PACK,,PHARMACY,"68,345.26",18,"5,300.00","3,925.00"
ASTYMIN CAPS X 30 PACK,,PHARMACY,"47,100.00",12,"5,300.00","3,925.00"
ASTYMIN SYR 200ML X 1 BOTTLE,,PHARMACY,"109,136.60",29,"5,200.00","3,700.00"
ATACAND PAKISTAN 8MG SACHET,,PHARMACY,0.00,0,"1,500.00",0.00
ATACAND PAKISTAN TABS 16MG SACHET,,PHARMACY,0.00,0,"1,800.00",0.00
ATACAND TABS 16MG X 28 BLISTER,,PHARMACY,"15,940.00",2,"10,400.00","7,970.00"
ATACAND TABS 8MG X 28 BLISTER,,PHARMACY,"-1,000.00",-1,"4,600.00","3,602.50"
ATADYN (LORATIDINE) SYR 5MG/5ML BOTTLE,,PHARMACY,"11,133.18",7,"2,200.00","1,600.00"
ATADYN (LORATIDINE) TABS 10MG X BLISTER,,PHARMACY,"41,000.29",154,400.00,266.50
ATENOLOL (POCCO) 50MG TABS SACHET,,PHARMACY,"-1,450.00",-3,500.00,345.00
ATENOLOL (TEVA) TABS 100MG X 28 BLISTER,,PHARMACY,"-3,533.33",-6,700.00,533.33
ATENOLOL 100MG BRISTOL BLISTER,,PHARMACY,"5,000.00",4,"1,900.00","1,250.00"
ATENOLOL 100MG CRESCENT BLISTER,,PHARMACY,"10,958.48",12,"1,300.00",913.21
ATENOLOL 100MG EDEN BLISTER,,PHARMACY,"8,800.00",32,500.00,275.00
ATENOLOL 100MG JASPRI BLISTER,,PHARMACY,"1,100.00",4,400.00,275.00
ATENOLOL 25MG CRESCENT BLISTER,,PHARMACY,"9,500.00",10,"1,300.00",950.00
ATENOLOL 25MG TEVA TABS BLISTER,,PHARMACY,-800.00,-2,500.00,400.00
ATENOLOL 50MG (CRESCENT) X28 BLISTER,,PHARMACY,-950.00,-1,"1,300.00",950.00
ATENOLOL 50MG BRISTOL BLISTER,,PHARMACY,"13,800.00",12,"1,800.00","1,150.00"
ATENOLOL 50MG EDEN BLISTER,,PHARMACY,"5,621.38",24,400.00,235.00
ATENOLOL 50MG MULTICHRIS BLISTER,,PHARMACY,"9,250.00",37,500.00,250.00
ATENOLOL IPCA 50MG X28 SACHET,,PHARMACY,"12,000.00",16,"1,000.00",750.00
ATENOLOL POCCO 100MG X 28 SACHET,,PHARMACY,0.00,0,400.00,217.50
ATENOLOL TABS 50MG X 28 [TEVA] SACHET,,PHARMACY,"20,302.42",25,"1,300.00",812.10
ATHRI CARE CAPSULES X 60 BOTTLE,,PHARMACY,"-9,000.00",-4,"3,000.00",0.00
ATORVASTATIN (PREFERRED DRUGS) PACK,,PHARMACY,"-1,200.00",-1,"1,200.00",0.00
ATORVASTATIN (TEVA)  TABS 40MG BLISTER,,PHARMACY,"12,571.43",11,"2,000.00","1,500.00"
ATORVASTATIN 10MG LIFEBACK,,PHARMACY,"37,108.30",74,700.00,500.00
ATORVASTATIN 10MG RANBAXY TABS PACK,,PHARMACY,0.00,0,"1,200.00",0.00
ATORVASTATIN 20MG LIFEBACK,,PHARMACY,"-36,000.00",-36,"1,000.00",600.00
ATORVASTATIN 20MG RANBAXY TABS PACK,,PHARMACY,0.00,0,"1,600.00",0.00
ATORVASTATIN 20MG UNOSOURCE BLISTERUNO,,PHARMACY,0.00,0,550.00,400.00
ATORVASTATIN(TEVA) TABS 10MG X BLISTER,,PHARMACY,"-18,000.00",-9,"2,300.00","1,500.00"
ATORVASTATIN(TEVA) TABS 20MG X BLISTER,,PHARMACY,"5,250.00",3,"2,700.00","1,750.00"
ATRIBEX,,PHARMACY,0.00,-77,300.00,0.00
ATRIPLA   X 30 JAR,,PHARMACY,0.00,0,"10,000.00",0.00
ATROPINE EYE DROPS 1% 10ML {MAR BOTTLE,,PHARMACY,0.00,0,"2,100.00",0.00
ATROPINE INJ (MARTINDALE) X 10 AMPOULES,,PHARMACY,0.00,0,500.00,0.00
ATROPINE INJ 15ML X 100 {MULTIC AMPOULES,,PHARMACY,0.00,0,60.00,0.00
AUGMENTIN DROP  62.5MG/ML 20ML PACK,,PHARMACY,0.00,0,"1,500.00",0.00
AUGMENTIN ES SUSP 642.9MG/5ML X BOTTLE,,PHARMACY,0.00,0,"4,500.00","3,330.56"
AUGMENTIN SUSP 457MG/5ML 70ML BOTTLE,,PHARMACY,"85,657.15",8,"14,600.00","10,800.00"
AUGMENTIN SYR 228MG/5ML 70ML BOTTLE,,PHARMACY,"74,036.64",12,"8,200.00","5,975.00"
AUGMENTIN TABS 1G X 14 PACK,,PHARMACY,"117,979.90",12,"16,000.00","9,295.00"
AUGMENTIN X 14 TABS 375MG PACK,,PHARMACY,"40,000.00",4,"13,500.00","10,000.00"
AUGMENTIN X 14 TABS 625MG PACK,,PHARMACY,"115,040.39",12,"13,000.00","8,700.00"
AUGZETAB 375MG,,PHARMACY,940.00,1,"1,300.00",940.00
AURITZ 20MG ROSUVASTATIN,,PHARMACY,"13,208.33",5,"3,600.00","2,641.67"
AVAMYS NASAL SPRAY 27.5MCG BOTTLE,,PHARMACY,"20,393.33",2,"15,000.00","10,935.00"
AVIPOL  SYR  60ML BOTTLE,,PHARMACY,"1,414.29",2,"1,000.00",710.00
AVOCARD(PROMETHAZINE)L   X 50 BLISTER,,PHARMACY,"3,696.66",71,150.00,52.07
AVODART CAPS 0.5MG PACK,,PHARMACY,0.00,0,"20,000.00","5,395.00"
AVRO APETI CAP BLISTER,,PHARMACY,"6,000.01",18,500.00,320.00
AVRO APETI SYR 200ML BOTTLE,,PHARMACY,"6,649.76",7,"1,400.00",930.00
AVRO C 1000MG TAB X30,,PHARMACY,"19,200.00",8,"4,000.00","2,400.00"
AVRO-C SYRUP BOTTLE,,PHARMACY,0.00,0,800.00,550.00
AVROGIN 500MG CAPLET,,PHARMACY,"6,054.42",125,100.00,48.44
AVROGYL 200MG BLISTER,,PHARMACY,534.00,6,150.00,89.00
AVROGYL 400MG BLISTER,,PHARMACY,-137.50,-1,300.00,137.50
AVROLIN CHILDRENL SYR  X 1 BOTTLE,,PHARMACY,"-1,586.57",-3,800.00,528.86
AVROLIN DRY COUGH 100ML BOTTLE,,PHARMACY,"1,925.00",7,500.00,275.00
AVROLIN EXPECTORANT   X 1 BOTTLE,,PHARMACY,0.00,-1,300.00,0.00
AVROLIN LINCTUS SYR 100ML BOTTLE,,PHARMACY,0.00,-7,350.00,0.00
AVROTON  BLOOD TONIC,,PHARMACY,700.00,1,"1,000.00",700.00
AVROTRIM TABS,,PHARMACY,"3,080.00",14,300.00,220.00
AVSAR 10/160MG BLISTER,,PHARMACY,0.00,0,"2,300.00","1,725.00"
AVSAR 5/160MG BLISTER,,PHARMACY,"-1,612.50",-1,"2,100.00","1,612.50"
AVSTAT TABS 10MG X 30 BLISTER,,PHARMACY,"6,585.84",7,"1,500.00",900.00
AVSTAT TABS 20MG X 30 BLISTER,,PHARMACY,"43,887.95",39,"1,600.00","1,100.00"
,,,,,0.00,0.00
AXACEF X 10 TABS 500MG PACK,,PHARMACY,0.00,0,"6,300.00","4,690.00"
AXE SPRAY,,HOUSEHOLD ITEMS,0.00,0,"3,800.00",0.00
AZILIDE 500MG X 6 PACK,,PHARMACY,"-29,700.00",-11,"2,700.00","2,000.00"
AZILIDE SUSP 200MG 15ML BOTTLE,,PHARMACY,"22,230.77",14,"2,200.00","1,600.00"
AZITHROMYCIN 250MG X4 TEVA,,PHARMACY,0.00,0,"2,700.00","1,980.00"
AZITHROMYCIN 250MG X6  (ZEEPREF),,PHARMACY,0.00,0,"1,800.00","1,200.00"
AZITHROMYCIN 250MG X6 POCCOZITH,,PHARMACY,"26,607.98",22,"1,800.00","1,200.00"
AZITHROMYCIN 250MG ZOLON TABS PACK,,PHARMACY,"34,144.54",23,"2,200.00","1,650.00"
AZITHROMYCIN 250MGX6 EMZOR PACK,,PHARMACY,"17,754.80",17,"2,300.00","1,610.00"
AZITHROMYCIN 250X6 PREFERRED DR PACKPR,,PHARMACY,"-22,500.00",-15,"1,500.00",900.00
AZITHROMYCIN 500MG (AXEREM),,PHARMACY,"13,650.00",7,"2,600.00","1,950.00"
AZITHROMYCIN 500MG (CETROXOL),,PHARMACY,"33,000.00",10,"4,500.00","3,300.00"
AZITHROMYCIN 500MG (SEABORNE) PACK,,PHARMACY,0.00,0,"1,200.00",0.00
AZITHROMYCIN 500MG GLOTHROX  PACK,,PHARMACY,"-13,200.00",-6,"5,000.00","3,700.00"
AZITHROMYCIN 500MG LONGER LIFE PACK,,PHARMACY,0.00,0,700.00,0.00
AZITHROMYCIN 500MG X10 POCCO PACK,,PHARMACY,"75,827.46",30,"4,000.00","2,885.00"
AZITHROMYCIN 500MG X3 (ZITMYC),,PHARMACY,"10,800.00",6,"2,500.00","1,800.00"
AZITHROMYCIN 500MG X3 SWIPHA,,PHARMACY,"15,946.28",8,"2,800.00","2,025.00"
AZITHROMYCIN 500MG ZOLON PACK,,PHARMACY,"10,531.82",7,"2,400.00","1,750.00"
AZITHROMYCIN 500MGX10 ARTEMIS PACK,,PHARMACY,"2,179.68",1,"3,500.00","1,950.00"
AZITHROMYCIN 500MGX10 EMZOR PACK,,PHARMACY,"-10,995.00",-12,"1,100.00",785.00
AZITHROMYCIN 500MGX10SOFTHEALTH PACK,,PHARMACY,0.00,0,"3,500.00","2,687.00"
AZITHROMYCIN 500MGX3 EMZOR PACK,,PHARMACY,"15,262.97",13,"1,700.00","1,174.07"
AZITHROMYCIN SUSP (GLOTHROX),,PHARMACY,"14,000.00",7,"2,700.00","2,000.00"
AZITHROMYCIN SUSP EMZOR,,PHARMACY,"8,311.59",6,"1,900.00","1,400.00"
AZITHROMYCIN SUSP ZOLON,,PHARMACY,"3,600.00",2,"2,600.00","1,800.00"
AZITHROMYCIN TAB AZUMA   X 6 PACK,,PHARMACY,0.00,0,500.00,0.00
AZOPT EYE DROPS  5ML BOTTLE,,PHARMACY,"15,000.00",1,"20,500.00","15,000.00"
AZOPT(PARALLEL) EYE DROPS X 1 PACK,,PHARMACY,0.00,-1,0.00,0.00
AZOTEK 250MG X6 AZITHROMYCIN,,PHARMACY,"23,064.39",13,"3,000.00","2,250.00"
AZOTEX 500MG X6,,PHARMACY,"-28,800.00",-9,"3,200.00","2,250.00"
AZUMA TABS 250MG X 6 PACK,,PHARMACY,0.00,0,800.00,0.00
BABY SECRET BATH 1000MLS JAR,,COSMETICS,"-20,000.00",-4,"6,000.00","5,000.00"
BABY SECRET LOTION,,PHARMACY,"-6,400.00",-2,"4,000.00","3,200.00"
BABY SECRET POWDER X 1 JAR,,COSMETICS,"-2,200.00",-1,"2,500.00","2,200.00"
BABY ZINC X 10 (OLPHARM) TABS 2 PACK,,PHARMACY,-200.00,-1,200.00,0.00
BABY ZINC X10 (GOLD MOORE) SACHET,,PHARMACY,0.00,0,200.00,0.00
BABYCAN 100ML,,PHARMACY,"-10,650.00",-9,"1,300.00",950.00
BABYCAN SYRUP 60MLS,,PHARMACY,"17,628.75",27,800.00,600.00
BABYMED BATH JAR,,COSMETICS,"-4,400.00",-2,"2,400.00","2,000.00"
BABYMED LOTION 800ML BOTTLE,,COSMETICS,0.00,0,"3,300.00","2,800.00"
BABYMED POWDER 500G BOTTLE,,COSMETICS,"-2,000.00",-2,"1,000.00",833.33
BABYMED SOAP X 1 SOAP TABLET,,COSMETICS,"17,333.36",13,"1,600.00","1,333.33"
BABYREX  X 72 SYR 60ML BOTTLE,,PHARMACY,"26,806.14",60,700.00,485.00
BACK UP TAB PACK,,PHARMACY,"3,733.34",4,"1,500.00",950.00
BACLOFEN TABS 10MG X 84 [BLISTE BLISTER,,PHARMACY,"18,000.00",6,"4,500.00","3,000.00"
BACTEND CREAM,,PHARMACY,"3,600.00",2,"2,500.00","1,800.00"
BACTODERM CREAM MUPIROCIN,,PHARMACY,"1,800.00",1,"2,800.00","1,900.00"
BACTROX (MUPIROCIN) OINTMENT 20G,,PHARMACY,"-5,600.00",-2,"2,800.00","2,000.00"
BAFAMA CREAM TUBE,,PHARMACY,599.42,1,"1,000.00",670.00
BAKARAT PERFUME,,HOUSEHOLD ITEMS,"-4,700.00",-1,"4,700.00",0.00
BALZIT 500MG X3 PACK,,PHARMACY,"-4,000.00",-2,"2,000.00",0.00
BANEDIF OINTMENT,,PHARMACY,865.00,1,"1,500.00",865.00
BAROFLAM,,PHARMACY,91.63,1,200.00,91.63
BAROFLAM 100MG BLISTER,,PHARMACY,191.00,2,300.00,95.50
BAROLE(MEGA) CAPS 20MG X 30 BLISTER,,PHARMACY,"40,265.91",18,"3,200.00","2,231.67"
BAYGON INSECT KILLER 300ML TIN,,HOUSEHOLD ITEMS,"99,585.99",54,"3,300.00","1,844.18"
BAYGON INSECTICIDE 600ML CAN,,HOUSEHOLD ITEMS,"92,033.88",31,"5,500.00","2,968.84"
B-COMPLEX SYR CHEMIRON BOTTLE,,PHARMACY,"1,080.00",3,600.00,360.00
B-COR TABS 10MG X15X2 BLISTER,,PHARMACY,"8,524.85",9,"1,400.00",995.00
B-COR TABS 2.5MG X10X3 BLISTER,,PHARMACY,"8,296.61",19,700.00,428.33
B-COR TABS 5MG X15X2 BLISTER,,PHARMACY,"4,818.80",6,"1,300.00",800.00
BE MINE BODY SPRAY 200ML BOTTLE,,HOUSEHOLD ITEMS,0.00,0,700.00,0.00
BECOMBION SYR 150ML BOTTLE,,PHARMACY,"11,313.08",15,"1,100.00",750.00
BECOMBION SYR 300ML BOTTLE,,PHARMACY,"35,083.53",29,"1,700.00","1,250.00"
BEEHIVE BALSAM SYR 200ML BOTTLE,,PHARMACY,"41,061.22",10,"6,800.00","4,990.00"
BEETHER INJ ARTEETHER 150MG PACK,,PHARMACY,"3,000.00",2,"2,200.00","1,500.00"
BELLAGIO SPRAY,,COSMETICS,0.00,0,"3,700.00",0.00
BELLARTEM 80/480 TAB PACK,,PHARMACY,"12,775.63",16,"1,500.00",928.00
BELLARTEM SUSP BOTTLE,,PHARMACY,"-15,500.00",-6,"2,500.00","1,200.00"
BELLE TISSUE,,HOUSEHOLD ITEMS,0.00,0,0.00,0.00
BELLS-BABY SYR 100ML X 1 BOTTLE,,PHARMACY,0.00,0,"1,500.00",935.00
BEMBEM DIAPER,,HOUSEHOLD ITEMS,0.00,0,"5,000.00","4,600.00"
BENCHIE MENTHOLATUM BALM 200G X JAR,,PHARMACY,"9,309.93",14,"1,000.00",665.00
BENDROFLUMETHIAZID ACTAVIS 5MG BLISTER,,PHARMACY,480.00,1,800.00,480.00
BENDROFLUMETHIAZIDE (BRISTOL) T SACHET,,PHARMACY,0.00,0,600.00,475.00
BENDROFLUMETHIAZIDE (CRESCENT) SACHET,,PHARMACY,0.00,-4,450.00,0.00
BENDROFLUMETHIAZIDE 2.5MG ESPEN BLISTER,,PHARMACY,"3,900.00",10,600.00,390.00
BENDROFLUMETHIAZIDE 5MG ESPEN BLISTER,,PHARMACY,"1,500.00",2,"1,100.00",750.00
BENDROFLUMETHIAZIDe 5MG ZMC BLISTER,,PHARMACY,"4,755.56",8,800.00,400.00
BENDROFLUMETHIAZIDE ACCORD 5MG,,PHARMACY,0.00,0,"1,100.00",800.00
BENDROFLUMETHIAZIDE ACTAVIS 2.5 BLISTER,,PHARMACY,675.00,3,400.00,225.00
BENDROFLUMETHIAZIDE(TEVA) 2.5MG PACK,,PHARMACY,0.00,33,250.00,0.00
BENGAY OINTMENT  35G TUBE,,PHARMACY,0.00,0,"1,300.00",0.00
BENYLIN (DRY COUGH) SYR 100ML BOTTLE,,PHARMACY,"17,680.00",4,"6,100.00","4,500.00"
BENYLIN (DRY COUGH) SYR 200ML BOTTLE,,PHARMACY,"-5,900.00",-1,"5,900.00","1,100.00"
BENYLIN 4 FLU LIQUID 100ML BOTTLE,,PHARMACY,0.00,0,"6,200.00","4,600.00"
BENYLIN 4 FLU LIQUID 200MLS BOTTLE,,PHARMACY,0.00,0,"2,100.00",0.00
BENYLIN CHILDREN WET COUGH MUCU BOTTLE,,PHARMACY,0.00,0,500.00,450.00
BENYLIN ORIGINAL SYR 100ML BOTTLE,,PHARMACY,"17,993.88",4,"6,700.00","4,395.00"
BENYLIN ORIGINAL SYR 200ML BOTTLE,,PHARMACY,"-5,900.00",-1,"8,000.00","5,900.00"
BENYLIN PEADIATRIC SYR  100ML BOTTLE,,PHARMACY,"29,195.92",7,"5,800.00","4,300.00"
BENYLIN WET COUGH MENTHOL SYR 1 BOTTLE,,PHARMACY,"-3,200.00",-1,"3,200.00",785.00
BENYLIN WET COUGH MUCUS RELIEF BOTTLE,,PHARMACY,"2,700.00",1,"3,800.00","2,700.00"
BENYLIN WET COUGH VERLIG SLIM S BOTTLE,,PHARMACY,0.00,0,"3,200.00",0.00
BENZHEXOL 5MG PER TABLET ARTANE,,PHARMACY,"59,080.00",523,20.00,9.60
BENZYL BENZOATE (MOKO)  LOTION BOTTLE,,PHARMACY,"14,438.26",17,"1,200.00",850.00
BENZYL BENZOATE (MOPSON)  LOTIO BOTTLE,,PHARMACY,0.00,0,800.00,0.00
BENZYL BENZOATE (MULTICOY) LOTI BOTTLE,,PHARMACY,0.00,0,300.00,0.00
BEOPTIC-N EYE DROPS  5ML BOTTLE,,PHARMACY,"10,800.00",6,"2,400.00","1,800.00"
BEOPTIC-N EYE OINTMENT  5G TUBE,,PHARMACY,0.00,0,"2,500.00","1,800.00"
BERGAMOT HAIR CREAM 380G XML JAR,,PHARMACY,0.00,0,"1,600.00",0.00
BESENSE PAD B/S WITH ZIP,,HOUSEHOLD ITEMS,"106,762.98",78,"2,000.00","1,625.00"
BESENSE PAD S/S SMALL SIZE,,HOUSEHOLD ITEMS,"99,707.02",103,800.00,625.00
BETADRONE-N EYE OINTMENT  5G TUBE,,PHARMACY,586.67,2,400.00,293.33
BETADRONE-N EYE/EAR/NASAL DROP BOTTLE,,PHARMACY,"17,291.07",18,"1,500.00",975.00
BETAFIL 100MG ATENOLOL BLISTER,,PHARMACY,"-1,200.00",-2,600.00,0.00
BETALOC Z0K TABS 25MG PACK,,PHARMACY,"9,690.00",2,"6,700.00","4,845.00"
BETALOC Z0K TABS 50MG PACK,,PHARMACY,"29,830.00",2,"20,200.00","14,915.00"
BETALOC ZOK 100MG X30 PACK,,PHARMACY,"40,660.00",2,"27,500.00","20,330.00"
BETAMAN SOFTGEL  X 30 X 30 PACK,,PHARMACY,"7,180.00",1,"9,700.00","7,180.00"
BETAMETHASONE CREAM DGF TUBE,,PHARMACY,"12,140.84",21,"1,000.00",590.00
BETAMETHASONE CREAM FIDSON TUBE,,PHARMACY,377.00,1,500.00,377.00
BETAMETHASONE/NEOMYCIN EYEDROP FIDSON,,PHARMACY,485.00,1,"1,500.00",550.00
BETAMETHASONE-N CREAM DGF TUBE,,PHARMACY,"-4,000.00",-4,"1,000.00",660.00
BETANEM  0.5MG TAB BLISTER,,PHARMACY,0.00,0,200.00,90.00
BETAVATE-C CREAM TUBE,,PHARMACY,0.00,0,800.00,550.00
BETAVATE-N CREAM TUBE,,PHARMACY,0.00,0,800.00,550.00
BETAWOMAN CAPS  X 15 X 30 PACK,,PHARMACY,"14,206.67",2,"9,700.00","6,950.00"
BETOPTIC EYE DROPS 5.6MG 5ML BOTTLE,,PHARMACY,"15,412.50",4,"4,900.00","3,853.13"
BETROSIL CREAM,,PHARMACY,"3,540.00",3,"1,800.00","1,180.00"
BEXITROL HFA INHALER 25/250,,PHARMACY,"10,000.00",1,"14,000.00","10,000.00"
BG CREAM 15G TUBE,,PHARMACY,"-4,000.00",-4,"1,000.00",700.00
BG CREAM 30G TUBE,,PHARMACY,"7,933.75",11,"1,000.00",755.00
BG METER MACHINE HEALTH CHECK,,PHARMACY,"33,000.00",2,"22,300.00","16,500.00"
BIATRA CAPS 100MG X 10 PACK,,COSMETICS,"-3,260.00",-2,"2,200.00","1,630.00"
BIC SHAVING STICK PACK,,COSMETICS,0.00,0,0.00,0.00
BIC SHAVING STICK X 1 SACHET,,COSMETICS,"4,715.72",34,500.00,400.00
BIC SHAVING STICK X 5 PACK,,COSMETICS,"14,560.00",28,0.00,520.00
BICARBONATE OF SODA MOKO POWDER PACK,,PHARMACY,"2,008.77",6,500.00,334.79
BIG ATTITUDE BODY  SPRAY 113G TIN,,COSMETICS,"15,000.00",6,"3,200.00","2,500.00"
BILAXTEN 20MG BILASTINE PACK,,PHARMACY,"3,250.00",1,"4,400.00","3,250.00"
BIO OIL 125ML X 1 JAR,,COSMETICS,0.00,0,"1,000.00",0.00
BIO OIL 60ML BOTTLE,,COSMETICS,916.67,1,"1,000.00",916.67
BIOASTH SYR SALBUTAMOL,,PHARMACY,"2,380.00",7,700.00,340.00
BIOBETIC CAPS  X 30 BLISTER,,PHARMACY,"11,400.00",9,"1,500.00","1,266.67"
BIOCINE CAPS 500MG BLISTER,,PHARMACY,"26,217.32",18,"2,200.00","1,625.00"
BIOCINE SYR,,PHARMACY,"35,322.96",13,"3,800.00","2,640.00"
BIOCOTEN CREAM  20G TUBE,,PHARMACY,"14,123.53",16,"1,300.00",900.00
BIOFLOR GRANLES BLISTER,,PHARMACY,"4,705.28",7,"1,000.00",674.50
BIOPENTIN NT TAB BLISTER,,PHARMACY,"55,829.55",14,"5,700.00","4,130.00"
BIOPENTIN TABS 300/500MG X 100 BLISTER,,PHARMACY,"23,895.00",9,"3,700.00","2,655.00"
BIOPHAGE 1G X30 BLISTER,,PHARMACY,0.00,0,"1,500.00",832.50
BIOSEA CLO 120ML FLAVOURED,,PHARMACY,"27,311.52",5,"7,800.00","5,780.00"
BIOSEA CLO 170ML PLAIN BOTTLE,,PHARMACY,0.00,0,"5,300.00","3,900.00"
BIOSEA CLO SYR  220ML,,PHARMACY,"54,921.44",6,"12,700.00","9,350.00"
BIOSPAN SYR  100ML BOTTLE,,PHARMACY,0.00,0,500.00,0.00
BIOTHAZINE SYR PROMETHAZINE,,PHARMACY,"1,788.00",6,500.00,298.00
BIOTIN (P/P) 10000MCG X 50 TABS JAR,,PHARMACY,0.00,0,"8,500.00","6,300.00"
BIOTIN GUMMIES DAYNEE,,PHARMACY,0.00,0,"10,500.00","7,000.00"
BIOTIN MASON 500MCG X60,,PHARMACY,"9,360.00",2,"6,000.00","4,680.00"
BIOTIN(P/P) CAPS 5000MCG X 60 PCS,,PHARMACY,0.00,0,100.00,0.00
BIOVILOL 3.125MG CARVEDILOL BLISTER,,PHARMACY,"4,257.14",8,800.00,525.00
BIOVILOL 6.25 CARVEDILOL BLISTER,,PHARMACY,"6,252.63",12,700.00,525.00
BISACURE TAB BLISTER BISACODYL,,PHARMACY,"6,880.19",132,200.00,50.00
BISOPROLOL (SK) 1.25MG X28,,PHARMACY,485.00,2,350.00,242.50
BISOPROLOL 1.25MG,,PHARMACY,"-1,500.00",-3,800.00,500.00
BISOPROLOL 2.5MG (NORVATIS) X 1 SACHET,,PHARMACY,0.00,-1,750.00,0.00
BISOPROLOL 5MG X 28 SANDOZ TABS SACHET,,PHARMACY,-950.00,-2,700.00,475.00
BISOPROLOL FUMARATE (MILPHARM) SACHET,,PHARMACY,0.00,0,400.00,0.00
